"rid","code","len","runtime_us","ts"
20799,200,5966,211374,2026-03-02 11:39:09.164
20800,200,5966,76664,2026-03-02 11:40:09.155
20801,200,5966,55883,2026-03-02 11:41:08.297
20802,200,5966,77402,2026-03-02 11:42:08.289
20803,200,5966,69686,2026-03-02 11:43:07.632
20804,200,5966,102049,2026-03-02 11:44:08.125
20805,200,5966,71297,2026-03-02 11:45:08.206
20806,200,5966,79728,2026-03-02 11:46:07.537
20807,200,5966,53378,2026-03-02 11:47:08.190
20808,200,5966,75308,2026-03-02 11:48:07.757
20809,200,5966,61756,2026-03-02 11:49:07.261
20810,200,5966,64284,2026-03-02 11:50:07.463
20811,200,5966,69896,2026-03-02 11:51:07.090
20812,200,5966,74031,2026-03-02 11:52:06.575
20813,200,5966,65212,2026-03-02 11:53:06.306
20814,200,5966,71110,2026-03-02 11:54:06.916
20815,200,5966,92412,2026-03-02 11:55:06.626
20816,200,5966,66943,2026-03-02 11:56:05.876
20817,200,5966,73084,2026-03-02 11:57:05.797
20818,200,5966,78655,2026-03-02 11:58:04.893
20819,200,5966,64152,2026-03-02 11:59:05.610
20820,200,5966,221610,2026-03-02 12:00:05.255
20821,200,5966,58573,2026-03-02 12:01:05.520
20822,200,5966,61984,2026-03-02 12:02:04.830
20823,200,5966,223804,2026-03-02 12:03:04.975
20824,200,5966,66954,2026-03-02 12:04:04.995
20825,200,5966,58461,2026-03-02 12:05:06.000
20826,200,5966,76971,2026-03-02 12:06:06.926
20827,200,5966,106604,2026-03-02 12:07:06.199
20828,200,5966,62913,2026-03-02 12:08:05.981
20829,200,5966,60283,2026-03-02 12:09:06.069
20830,200,5966,74886,2026-03-02 12:10:06.820
20831,200,5966,52947,2026-03-02 12:11:06.554
20832,200,5966,83491,2026-03-02 12:12:06.750
20833,200,5966,76588,2026-03-02 12:13:06.503
20834,200,5966,88754,2026-03-02 12:14:06.972
20835,200,5966,55006,2026-03-02 12:15:07.645
20836,200,5966,59154,2026-03-02 12:16:07.738
20837,200,5966,86394,2026-03-02 12:17:07.981
20838,200,5966,266405,2026-03-02 12:18:08.067
20839,200,5966,53570,2026-03-02 12:19:07.524
20840,200,5966,63810,2026-03-02 12:20:07.825
20841,200,5966,64025,2026-03-02 12:21:08.371
20842,200,5966,82283,2026-03-02 12:22:08.843
20843,200,5966,76613,2026-03-02 12:23:09.053
20844,200,5966,67540,2026-03-02 12:24:08.125
20845,200,5966,71117,2026-03-02 12:25:07.780
20846,200,5966,55713,2026-03-02 12:26:07.513
20847,200,5966,58853,2026-03-02 12:27:06.630
20848,200,5966,63233,2026-03-02 12:28:07.205
20849,200,5966,81498,2026-03-02 12:29:07.486
20850,200,5966,58591,2026-03-02 12:30:07.867
20851,200,5966,54451,2026-03-02 12:31:08.531
20852,200,5966,60805,2026-03-02 12:32:08.195
20853,200,5966,68125,2026-03-02 12:33:08.456
20854,200,5966,87119,2026-03-02 12:34:08.798
20855,200,5966,62869,2026-03-02 12:35:08.529
20856,200,5966,96010,2026-03-02 12:36:09.287
20857,200,5966,51762,2026-03-02 12:37:08.399
20858,200,5966,65165,2026-03-02 12:38:07.611
20859,200,5966,103160,2026-03-02 12:39:08.558
20860,200,5966,79485,2026-03-02 12:40:08.358
20861,200,5966,76256,2026-03-02 12:41:08.149
20862,200,5966,60927,2026-03-02 12:42:07.747
20863,200,5966,56711,2026-03-02 12:43:08.231
20864,200,5966,60962,2026-03-02 12:44:08.228
20865,200,5966,216963,2026-03-02 12:45:08.651
20866,200,5966,84961,2026-03-02 12:46:08.613
20867,200,5966,54831,2026-03-02 12:47:08.874
20868,200,5966,74808,2026-03-02 12:48:08.512
20869,200,5966,62526,2026-03-02 12:49:09.232
20870,200,5966,92099,2026-03-02 12:50:09.427
20871,200,5966,54796,2026-03-02 12:51:09.495
20872,200,5966,59602,2026-03-02 12:52:09.414
20873,200,5966,79422,2026-03-02 12:53:09.302
20874,200,5966,61095,2026-03-02 12:54:09.304
20875,200,5966,71855,2026-03-02 12:55:09.252
20876,200,5966,70958,2026-03-02 12:56:09.900
20877,200,5966,58768,2026-03-02 12:57:09.326
20878,200,5966,57329,2026-03-02 12:58:08.430
20879,200,5966,62243,2026-03-02 12:59:08.182
20880,200,5966,57373,2026-03-02 13:00:07.638
20881,200,5966,59676,2026-03-02 13:01:07.840
20882,200,5966,80391,2026-03-02 13:02:08.517
20883,200,5966,67088,2026-03-02 13:03:08.076
20884,200,5966,69175,2026-03-02 13:04:07.830
20885,200,5966,56270,2026-03-02 13:05:08.403
20886,200,5966,74490,2026-03-02 13:06:09.397
20887,200,5966,88101,2026-03-02 13:07:09.731
20888,200,5966,54889,2026-03-02 13:08:08.822
20889,200,5966,64923,2026-03-02 13:09:09.128
20890,200,5966,59663,2026-03-02 13:10:09.947
20891,200,5966,59466,2026-03-02 13:11:10.670
20892,200,5966,71322,2026-03-02 13:12:10.831
20893,200,5966,102224,2026-03-02 13:13:11.795
20894,200,5966,64937,2026-03-02 13:14:12.003
20895,200,5966,64721,2026-03-02 13:15:12.013
20896,200,5966,59362,2026-03-02 13:16:13.069
20897,200,5966,214127,2026-03-02 13:17:14.210
20898,200,5966,79233,2026-03-02 13:18:14.671
20899,200,5966,51552,2026-03-02 13:19:14.716
20900,200,5966,55807,2026-03-02 13:20:14.798
20901,200,5966,66159,2026-03-02 13:21:14.859
20902,200,5966,218565,2026-03-02 13:22:15.908
20903,200,5966,62432,2026-03-02 13:23:16.306
20904,200,5966,60049,2026-03-02 13:24:15.868
20905,200,5966,66144,2026-03-02 13:25:15.430
20906,200,5966,54541,2026-03-02 13:26:16.233
20907,200,5966,86774,2026-03-02 13:27:15.613
20908,200,5966,71343,2026-03-02 13:28:14.955
20909,200,5966,66245,2026-03-02 13:29:14.231
20910,200,5966,70173,2026-03-02 13:30:14.978
20911,200,5966,54952,2026-03-02 13:31:14.041
20912,200,5966,58138,2026-03-02 13:32:14.089
20913,200,5966,62270,2026-03-02 13:33:14.706
20914,200,5966,78482,2026-03-02 13:34:15.320
20915,200,5966,64532,2026-03-02 13:35:16.141
20916,200,5966,79705,2026-03-02 13:36:16.783
20917,200,5966,61163,2026-03-02 13:37:17.215
20918,200,5966,76256,2026-03-02 13:38:17.434
20919,200,5966,105301,2026-03-02 13:39:17.936
20920,200,5966,55404,2026-03-02 13:40:17.943
20921,200,5966,61760,2026-03-02 13:41:18.915
20922,200,5966,60780,2026-03-02 13:42:18.917
20923,200,5966,87324,2026-03-02 13:43:18.168
20924,200,5966,143729,2026-03-02 13:44:18.968
20925,200,5966,77332,2026-03-02 13:45:18.331
20926,200,5966,78894,2026-03-02 13:46:17.415
20927,200,5966,58333,2026-03-02 13:47:16.805
20928,200,5966,53045,2026-03-02 13:48:16.296
20929,200,5966,76616,2026-03-02 13:49:15.513
20930,200,5966,214264,2026-03-02 13:50:16.609
20931,200,5966,89432,2026-03-02 13:51:15.806
20932,200,5966,83240,2026-03-02 13:52:15.294
20933,200,5966,67918,2026-03-02 13:53:15.852
20934,200,5966,107867,2026-03-02 13:54:16.937
20935,200,5966,220834,2026-03-02 13:55:17.009
20936,200,5966,58999,2026-03-02 13:56:17.513
20937,200,5966,65400,2026-03-02 13:57:17.011
20938,200,5966,67967,2026-03-02 13:58:17.753
20939,200,5966,63635,2026-03-02 13:59:17.335
20940,200,5966,99230,2026-03-02 14:00:17.500
20941,200,5966,62048,2026-03-02 14:01:16.957
20942,200,5966,62879,2026-03-02 14:02:17.064
20943,200,5966,62394,2026-03-02 14:03:17.346
20944,200,5966,65562,2026-03-02 14:04:16.437
20945,200,5966,138191,2026-03-02 14:05:16.197
20946,200,5966,85143,2026-03-02 14:06:15.485
20947,200,5966,63672,2026-03-02 14:07:16.435
20948,200,5966,58815,2026-03-02 14:08:17.217
20949,200,5966,53808,2026-03-02 14:09:17.098
20950,200,5966,56031,2026-03-02 14:10:17.688
20951,200,5966,67834,2026-03-02 14:11:17.680
20952,200,5966,72754,2026-03-02 14:12:17.965
20953,200,5966,72577,2026-03-02 14:13:17.945
20954,200,5966,74122,2026-03-02 14:14:18.264
20955,200,5966,63617,2026-03-02 14:15:18.071
20956,200,5966,83943,2026-03-02 14:16:18.365
20957,200,5966,55914,2026-03-02 14:17:19.393
20958,200,5966,61240,2026-03-02 14:18:18.856
20959,200,5966,58695,2026-03-02 14:19:19.281
20960,200,5966,58778,2026-03-02 14:20:19.670
20961,200,5966,208562,2026-03-02 14:21:19.511
20962,200,5966,61298,2026-03-02 14:22:19.589
20963,200,5966,74752,2026-03-02 14:23:19.648
20964,200,5966,62822,2026-03-02 14:24:20.442
20965,200,5966,56930,2026-03-02 14:25:20.384
20966,200,5966,255420,2026-03-02 14:26:21.242
20967,200,5966,59224,2026-03-02 14:27:22.169
20968,200,5966,56144,2026-03-02 14:28:21.562
20969,200,5966,73895,2026-03-02 14:29:21.587
20970,200,5966,66895,2026-03-02 14:30:22.350
20971,200,5966,79611,2026-03-02 14:31:22.013
20972,200,5966,63444,2026-03-02 14:32:22.746
20973,200,5966,65407,2026-03-02 14:33:22.438
20974,200,5966,55758,2026-03-02 14:34:23.060
20975,200,5966,61882,2026-03-02 14:35:23.086
20976,200,5966,88719,2026-03-02 14:36:23.195
20977,200,5966,63230,2026-03-02 14:37:23.471
20978,200,5966,65940,2026-03-02 14:38:23.129
20979,200,5966,89701,2026-03-02 14:39:22.382
20980,200,5966,53862,2026-03-02 14:40:21.862
20981,200,5966,72426,2026-03-02 14:41:21.913
20982,200,5966,82246,2026-03-02 14:42:22.195
20983,200,5966,51283,2026-03-02 14:43:21.929
20984,200,5966,57642,2026-03-02 14:44:21.277
20985,200,5966,63323,2026-03-02 14:45:21.885
20986,200,5966,67756,2026-03-02 14:46:21.244
20987,200,5966,74037,2026-03-02 14:47:21.308
20988,200,5966,74264,2026-03-02 14:48:20.514
20989,200,5966,54528,2026-03-02 14:49:20.499
20990,200,5966,58146,2026-03-02 14:50:20.159
20991,200,5966,55895,2026-03-02 14:51:19.787
20992,200,5966,56545,2026-03-02 14:52:19.352
20993,200,5966,66667,2026-03-02 14:53:19.332
20994,200,5966,218687,2026-03-02 14:54:18.972
20995,200,5966,55977,2026-03-02 14:55:19.595
20996,200,5966,62843,2026-03-02 14:56:18.750
20997,200,5966,57240,2026-03-02 14:57:18.802
20998,200,5966,54719,2026-03-02 14:58:18.681
20999,200,5966,53669,2026-03-02 14:59:18.521
21000,200,5966,69899,2026-03-02 15:00:19.186
21001,200,5966,63394,2026-03-02 15:01:19.282
21002,200,5966,55817,2026-03-02 15:02:19.626
21003,200,5966,60733,2026-03-02 15:03:19.039
21004,200,5966,53514,2026-03-02 15:04:18.200
21005,200,5966,57470,2026-03-02 15:05:18.645
21006,200,5966,67805,2026-03-02 15:06:18.656
21007,200,5966,65201,2026-03-02 15:07:17.912
21008,200,5966,58169,2026-03-02 15:08:18.285
21009,200,5966,82318,2026-03-02 15:09:17.791
21010,200,5966,69944,2026-03-02 15:10:17.351
21011,200,5966,60221,2026-03-02 15:11:17.286
21012,200,5966,87198,2026-03-02 15:12:17.079
21013,200,5966,54794,2026-03-02 15:13:16.272
21014,200,5966,57948,2026-03-02 15:14:16.123
21015,200,5966,54653,2026-03-02 15:15:15.485
21016,200,5966,59636,2026-03-02 15:16:15.017
21017,200,5966,53200,2026-03-02 15:17:14.990
21018,200,5966,72284,2026-03-02 15:18:14.339
21019,200,5966,69404,2026-03-02 15:19:14.415
21020,200,5966,62880,2026-03-02 15:20:14.852
21021,200,5966,59178,2026-03-02 15:21:14.238
21022,200,5966,55429,2026-03-02 15:22:14.970
21023,200,5966,68325,2026-03-02 15:23:14.670
21024,200,5966,75981,2026-03-02 15:24:15.122
21025,200,5966,54274,2026-03-02 15:25:15.173
21026,200,5966,78619,2026-03-02 15:26:14.899
21027,200,5966,61258,2026-03-02 15:27:14.301
21028,200,5966,63493,2026-03-02 15:28:14.478
21029,200,5966,222668,2026-03-02 15:29:15.595
21030,200,5966,67669,2026-03-02 15:30:15.945
21031,200,5966,67597,2026-03-02 15:31:16.449
21032,200,5966,122701,2026-03-02 15:32:16.357
21033,200,5966,54982,2026-03-02 15:33:16.602
21034,200,5966,79828,2026-03-02 15:34:16.493
21035,200,5966,60036,2026-03-02 15:35:16.770
21036,200,5966,55059,2026-03-02 15:36:17.008
21037,200,5966,60402,2026-03-02 15:37:17.798
21038,200,5966,59422,2026-03-02 15:38:17.411
21039,200,5966,58634,2026-03-02 15:39:16.547
21040,200,5966,63362,2026-03-02 15:40:17.431
21041,200,5966,62703,2026-03-02 15:41:17.671
21042,200,5966,55305,2026-03-02 15:42:18.396
21043,200,5966,74312,2026-03-02 15:43:17.977
21044,200,5966,61652,2026-03-02 15:44:18.678
21045,200,5966,57885,2026-03-02 15:45:19.615
21046,200,5966,87556,2026-03-02 15:46:20.103
21047,200,5966,58210,2026-03-02 15:47:20.133
21048,200,5966,66759,2026-03-02 15:48:19.449
21049,200,5966,80757,2026-03-02 15:49:19.391
21050,200,5966,65059,2026-03-02 15:50:19.423
21051,200,5966,60977,2026-03-02 15:51:19.114
21052,200,5966,55126,2026-03-02 15:52:18.241
21053,200,5966,53756,2026-03-02 15:53:18.674
21054,200,5966,56227,2026-03-02 15:54:18.726
21055,200,5966,84303,2026-03-02 15:55:18.496
21056,200,5966,53029,2026-03-02 15:56:19.044
21057,200,5966,57796,2026-03-02 15:57:19.433
21058,200,5966,57501,2026-03-02 15:58:19.118
21059,200,5966,52803,2026-03-02 15:59:18.730
21060,200,5966,78509,2026-03-02 16:00:18.509
21061,200,5966,71235,2026-03-02 16:01:18.173
21062,200,5966,75066,2026-03-02 16:02:18.423
21063,200,5966,62650,2026-03-02 16:03:17.995
21064,200,5966,55460,2026-03-02 16:04:18.030
21065,200,5966,74192,2026-03-02 16:05:18.993
21066,200,5966,53642,2026-03-02 16:06:19.110
21067,200,5966,67636,2026-03-02 16:07:19.442
21068,200,5966,79318,2026-03-02 16:08:19.241
21069,200,5966,63654,2026-03-02 16:09:19.928
21070,200,5966,62475,2026-03-02 16:10:19.418
21071,200,5966,53233,2026-03-02 16:11:18.901
21072,200,5966,72530,2026-03-02 16:12:19.635
21073,200,5966,59827,2026-03-02 16:13:20.562
21074,200,5966,56724,2026-03-02 16:14:21.183
21075,200,5966,69475,2026-03-02 16:15:21.799
21076,200,5966,52387,2026-03-02 16:16:22.689
21077,200,5966,55029,2026-03-02 16:17:22.934
21078,200,5966,62596,2026-03-02 16:18:23.615
21079,200,5966,53496,2026-03-02 16:19:23.564
21080,200,5966,75069,2026-03-02 16:20:24.214
21081,200,5966,59865,2026-03-02 16:21:24.542
21082,200,5966,66400,2026-03-02 16:22:23.764
21083,200,5966,57238,2026-03-02 16:23:23.938
21084,200,5966,52189,2026-03-02 16:24:23.866
21085,200,5966,79487,2026-03-02 16:25:24.055
21086,200,5966,63934,2026-03-02 16:26:23.813
21087,200,5966,52165,2026-03-02 16:27:23.950
21088,200,5966,62920,2026-03-02 16:28:23.903
21089,200,5966,62038,2026-03-02 16:29:24.479
21090,200,5966,55844,2026-03-02 16:30:24.429
21091,200,5966,248500,2026-03-02 16:31:24.746
21092,200,5966,55578,2026-03-02 16:32:24.146
21093,200,5966,48920,2026-03-02 16:33:24.897
21094,200,5966,57535,2026-03-02 16:34:24.650
21095,200,5966,51954,2026-03-02 16:35:25.619
21096,200,5966,894187,2026-03-02 16:36:26.353
21097,200,5966,55511,2026-03-02 16:37:27.293
21098,200,5966,51501,2026-03-02 16:38:26.608
21099,200,5966,54773,2026-03-02 16:39:27.156
21100,200,5966,76284,2026-03-02 16:40:27.274
21101,200,5966,66996,2026-03-02 16:41:27.435
21102,200,5966,53413,2026-03-02 16:42:27.412
21103,200,5966,54751,2026-03-02 16:43:28.215
21104,200,5966,53302,2026-03-02 16:44:28.368
21105,200,5966,63483,2026-03-02 16:45:27.501
21106,200,5966,56446,2026-03-02 16:46:27.528
21107,200,5966,54166,2026-03-02 16:47:26.825
21108,200,5966,57969,2026-03-02 16:48:27.426
21109,200,5966,55761,2026-03-02 16:49:26.709
21110,200,5966,64063,2026-03-02 16:50:27.651
21111,200,5966,53934,2026-03-02 16:51:27.033
21112,200,5966,65422,2026-03-02 16:52:27.500
21113,200,5966,60617,2026-03-02 16:53:27.192
21114,200,5966,47430,2026-03-02 16:54:28.117
21115,200,5966,52191,2026-03-02 16:55:28.961
21116,200,5966,53670,2026-03-02 16:56:28.204
21117,200,5966,198602,2026-03-02 16:57:28.240
21118,200,5966,49007,2026-03-02 16:58:27.499
21119,200,5966,52709,2026-03-02 16:59:27.594
21120,200,5966,68878,2026-03-02 17:00:26.874
21121,200,5966,61295,2026-03-02 17:01:27.020
21122,200,5966,83438,2026-03-02 17:02:26.281
21123,200,5966,70943,2026-03-02 17:03:26.113
21124,200,5966,51409,2026-03-02 17:04:26.701
21125,200,5966,66038,2026-03-02 17:05:26.246
21126,200,5966,54313,2026-03-02 17:06:25.828
21127,200,5966,54755,2026-03-02 17:07:26.307
21128,200,5966,61226,2026-03-02 17:08:25.390
21129,200,5966,65866,2026-03-02 17:09:25.058
21130,200,5966,70039,2026-03-02 17:10:24.190
21131,200,5966,63412,2026-03-02 17:11:23.671
21132,200,5966,50866,2026-03-02 17:12:23.411
21133,200,5966,51761,2026-03-02 17:13:23.508
21134,200,5966,63434,2026-03-02 17:14:23.212
21135,200,5966,60641,2026-03-02 17:15:23.978
21136,200,5966,51420,2026-03-02 17:16:23.577
21137,200,5966,52079,2026-03-02 17:17:23.725
21138,200,5966,48262,2026-03-02 17:18:24.631
21139,200,5966,65932,2026-03-02 17:19:24.717
21140,200,5966,52047,2026-03-02 17:20:23.840
21141,200,5966,221882,2026-03-02 17:21:24.731
21142,200,5966,55834,2026-03-02 17:22:25.065
21143,200,5966,54578,2026-03-02 17:23:25.385
21144,200,5966,71318,2026-03-02 17:24:24.648
21145,200,5966,56696,2026-03-02 17:25:23.832
21146,200,5966,53771,2026-03-02 17:26:23.028
21147,200,5966,55536,2026-03-02 17:27:22.116
21148,200,5966,56049,2026-03-02 17:28:22.424
21149,200,5966,49444,2026-03-02 17:29:22.800
21150,200,5966,46365,2026-03-02 17:30:22.504
21151,200,5966,64480,2026-03-02 17:31:22.538
21152,200,5966,196788,2026-03-02 17:32:22.608
21153,200,5966,70196,2026-03-02 17:33:23.118
21154,200,5966,56392,2026-03-02 17:34:24.053
21155,200,5966,60665,2026-03-02 17:35:24.082
21156,200,5966,62493,2026-03-02 17:36:23.818
21157,200,5966,261894,2026-03-02 17:37:24.316
21158,200,5966,51337,2026-03-02 17:38:24.726
21159,200,5966,54081,2026-03-02 17:39:24.800
21160,200,5966,91571,2026-03-02 17:40:24.961
21161,200,5966,52445,2026-03-02 17:41:24.170
21162,200,5966,70816,2026-03-02 17:42:25.226
21163,200,5966,55133,2026-03-02 17:43:24.698
21164,200,5966,50683,2026-03-02 17:44:24.244
21165,200,5966,52981,2026-03-02 17:45:24.167
21166,200,5966,52223,2026-03-02 17:46:23.797
21167,200,5966,52262,2026-03-02 17:47:24.488
21168,200,5966,63828,2026-03-02 17:48:24.678
21169,200,5966,56862,2026-03-02 17:49:24.905
21170,200,5966,51909,2026-03-02 17:50:25.659
21171,200,5966,51245,2026-03-02 17:51:26.600
21172,200,5966,57711,2026-03-02 17:52:27.535
21173,200,5966,60142,2026-03-02 17:53:28.110
21174,200,5966,57503,2026-03-02 17:54:28.407
21175,200,5966,50153,2026-03-02 17:55:28.914
21176,200,5966,52026,2026-03-02 17:56:28.867
21177,200,5966,64019,2026-03-02 17:57:28.233
21178,200,5966,54725,2026-03-02 17:58:27.564
21179,200,5966,203739,2026-03-02 17:59:27.147
21180,200,5966,53876,2026-03-02 18:00:26.941
21181,200,5966,57344,2026-03-02 18:01:27.798
21182,200,5966,84685,2026-03-02 18:02:27.457
21183,200,5966,53822,2026-03-02 18:03:26.546
21184,200,5966,62199,2026-03-02 18:04:27.585
21185,200,5966,57769,2026-03-02 18:05:28.510
21186,200,5966,66234,2026-03-02 18:06:28.311
21187,200,5966,49261,2026-03-02 18:07:28.696
21188,200,5966,48000,2026-03-02 18:08:29.149
21189,200,5966,83502,2026-03-02 18:09:29.811
21190,200,5966,57633,2026-03-02 18:10:30.704
21191,200,5966,58200,2026-03-02 18:11:30.089
21192,200,5966,54729,2026-03-02 18:12:30.844
21193,200,5966,57114,2026-03-02 18:13:31.778
21194,200,5966,59931,2026-03-02 18:14:32.441
21195,200,5966,54043,2026-03-02 18:15:33.004
21196,200,5966,51811,2026-03-02 18:16:33.615
21197,200,5966,51902,2026-03-02 18:17:34.631
21198,200,5966,53308,2026-03-02 18:18:34.572
21199,200,5966,70594,2026-03-02 18:19:35.142
21200,200,5966,51096,2026-03-02 18:20:35.631
21201,200,5966,59731,2026-03-02 18:21:36.092
21202,200,5966,67510,2026-03-02 18:22:37.102
21203,200,5966,51853,2026-03-02 18:23:37.732
21204,200,5966,64887,2026-03-02 18:24:36.999
21205,200,5966,53653,2026-03-02 18:25:36.174
21206,200,5966,52819,2026-03-02 18:26:35.762
21207,200,5966,122405,2026-03-02 18:27:36.603
21208,200,5966,47987,2026-03-02 18:28:35.856
21209,200,5966,54766,2026-03-02 18:29:35.065
21210,200,5966,203358,2026-03-02 18:30:34.822
21211,200,5966,48153,2026-03-02 18:31:34.540
21212,200,5966,61311,2026-03-02 18:32:35.589
21213,200,5966,50891,2026-03-02 18:33:36.455
21214,200,5966,56785,2026-03-02 18:34:37.016
21215,200,5966,253681,2026-03-02 18:35:36.963
21216,200,5966,55073,2026-03-02 18:36:37.496
21217,200,5966,52471,2026-03-02 18:37:37.075
21218,200,5966,85281,2026-03-02 18:38:36.368
21219,200,5966,49655,2026-03-02 18:39:36.474
21220,200,5966,60197,2026-03-02 18:40:37.183
21221,200,5966,58443,2026-03-02 18:41:38.240
21222,200,5966,52720,2026-03-02 18:42:38.021
21223,200,5966,55269,2026-03-02 18:43:37.355
21224,200,5966,61174,2026-03-02 18:44:38.156
21225,200,5966,62611,2026-03-02 18:45:38.768
21226,200,5966,49445,2026-03-02 18:46:39.301
21227,200,5966,62951,2026-03-02 18:47:39.528
21228,200,5966,54363,2026-03-02 18:48:39.870
21229,200,5966,55871,2026-03-02 18:49:40.708
21230,200,5966,60635,2026-03-02 18:50:40.705
21231,200,5966,49380,2026-03-02 18:51:40.825
21232,200,5966,59008,2026-03-02 18:52:41.788
21233,200,5966,51166,2026-03-02 18:53:40.922
21234,200,5966,59899,2026-03-02 18:54:41.519
21235,200,5966,59274,2026-03-02 18:55:41.984
21236,200,5966,56598,2026-03-02 18:56:41.990
21237,200,5966,57204,2026-03-02 18:57:41.110
21238,200,5966,61286,2026-03-02 18:58:40.470
21239,200,5966,50586,2026-03-02 18:59:39.587
21240,200,5966,52498,2026-03-02 19:00:40.570
21241,200,5966,196037,2026-03-02 19:01:40.682
21242,200,5966,50473,2026-03-02 19:02:40.595
21243,200,5966,50342,2026-03-02 19:03:40.127
21244,200,5966,54473,2026-03-02 19:04:39.187
21245,200,5966,45937,2026-03-02 19:05:38.510
21246,200,5966,48550,2026-03-02 19:06:38.982
21247,200,5966,64478,2026-03-02 19:07:39.069
21248,200,5966,50312,2026-03-02 19:08:38.372
21249,200,5966,65377,2026-03-02 19:09:38.394
21250,200,5966,55852,2026-03-02 19:10:38.327
21251,200,5966,54725,2026-03-02 19:11:38.544
21252,200,5966,58703,2026-03-02 19:12:39.206
21253,200,5966,54906,2026-03-02 19:13:39.093
21254,200,5966,51229,2026-03-02 19:14:38.348
21255,200,5966,50338,2026-03-02 19:15:39.139
21256,200,5966,55782,2026-03-02 19:16:39.087
21257,200,5966,247912,2026-03-02 19:17:40.209
21258,200,5966,49734,2026-03-02 19:18:40.630
21259,200,5966,48215,2026-03-02 19:19:40.451
21260,200,5966,57930,2026-03-02 19:20:40.154
21261,200,5966,51635,2026-03-02 19:21:39.864
21262,200,5966,80684,2026-03-02 19:22:40.266
21263,200,5966,48858,2026-03-02 19:23:39.543
21264,200,5966,83638,2026-03-02 19:24:39.035
21265,200,5966,53349,2026-03-02 19:25:38.979
21266,200,5966,56163,2026-03-02 19:26:39.248
21267,200,5966,61269,2026-03-02 19:27:38.541
21268,200,5966,73655,2026-03-02 19:28:38.342
21269,200,5966,49194,2026-03-02 19:29:39.377
21270,200,5966,58678,2026-03-02 19:30:39.214
21271,200,5966,48907,2026-03-02 19:31:39.626
21272,200,5966,63333,2026-03-02 19:32:38.754
21273,200,5966,50256,2026-03-02 19:33:38.101
21274,200,5966,58656,2026-03-02 19:34:38.820
21275,200,5966,50958,2026-03-02 19:35:37.957
21276,200,5966,49792,2026-03-02 19:36:38.593
21277,200,5966,79624,2026-03-02 19:37:37.889
21278,200,5966,62434,2026-03-02 19:38:38.051
21279,200,5966,70074,2026-03-02 19:39:37.473
21280,200,5966,250788,2026-03-02 19:40:38.005
21281,200,5966,50873,2026-03-02 19:41:38.593
21282,200,5966,52277,2026-03-02 19:42:38.845
21283,200,5966,55973,2026-03-02 19:43:38.046
21284,200,5966,52952,2026-03-02 19:44:38.305
21285,200,5966,73528,2026-03-02 19:45:38.871
21286,200,5966,55369,2026-03-02 19:46:38.221
21287,200,5966,54546,2026-03-02 19:47:38.819
21288,200,5966,62695,2026-03-02 19:48:39.479
21289,200,5966,59534,2026-03-02 19:49:38.856
21290,200,5966,64928,2026-03-02 19:50:39.543
21291,200,5966,57032,2026-03-02 19:51:39.855
21292,200,5966,56675,2026-03-02 19:52:40.691
21293,200,5966,54590,2026-03-02 19:53:41.574
21294,200,5966,49530,2026-03-02 19:54:40.766
21295,200,5966,61940,2026-03-02 19:55:40.626
21296,200,5966,72650,2026-03-02 19:56:40.362
21297,200,5966,59619,2026-03-02 19:57:40.970
21298,200,5966,52425,2026-03-02 19:58:40.160
21299,200,5966,58374,2026-03-02 19:59:39.367
21300,200,5966,57431,2026-03-02 20:00:39.918
21301,200,5966,62654,2026-03-02 20:01:40.702
21302,200,5966,49866,2026-03-02 20:02:41.633
21303,200,5966,52560,2026-03-02 20:03:40.962
21304,200,5966,51649,2026-03-02 20:04:41.147
21305,200,5966,54411,2026-03-02 20:05:40.900
21306,200,5966,51756,2026-03-02 20:06:40.384
21307,200,5966,66383,2026-03-02 20:07:41.428
21308,200,5966,49501,2026-03-02 20:08:41.879
21309,200,5966,53575,2026-03-02 20:09:41.604
21310,200,5966,48080,2026-03-02 20:10:40.835
21311,200,5966,53466,2026-03-02 20:11:40.794
21312,200,5966,56189,2026-03-02 20:12:41.437
21313,200,5966,197189,2026-03-02 20:13:42.432
21314,200,5966,58208,2026-03-02 20:14:42.690
21315,200,5966,54090,2026-03-02 20:15:41.883
21316,200,5966,68896,2026-03-02 20:16:42.209
21317,200,5966,53281,2026-03-02 20:17:41.943
21318,200,5966,60129,2026-03-02 20:18:41.473
21319,200,5966,70657,2026-03-02 20:19:40.612
21320,200,5966,60720,2026-03-02 20:20:40.611
21321,200,5966,52775,2026-03-02 20:21:39.728
21322,200,5966,54348,2026-03-02 20:22:38.873
21323,200,5966,58112,2026-03-02 20:23:38.864
21324,200,5966,202781,2026-03-02 20:24:38.952
21325,200,5966,71238,2026-03-02 20:25:38.651
21326,200,5966,54069,2026-03-02 20:26:38.720
21327,200,5966,54329,2026-03-02 20:27:39.445
21328,200,5966,69034,2026-03-02 20:28:38.876
21329,200,5966,59016,2026-03-02 20:29:38.962
21330,200,5966,52439,2026-03-02 20:30:38.305
21331,200,5966,57090,2026-03-02 20:31:38.002
21332,200,5966,66526,2026-03-02 20:32:37.527
21333,200,5966,57204,2026-03-02 20:33:36.862
21334,200,5966,56719,2026-03-02 20:34:37.244
21335,200,5966,67274,2026-03-02 20:35:37.874
